"체결시간","체결가","체결량" 
"09:54:55 444","7320","-300"
"09:54:56 556","7320","-4"
"09:54:56 556","7310","-96"
"09:54:59 549","7320","-5"
"09:54:59 752","7310","-980"
"09:54:59 756","7310","-100"
"09:55:02 174","7310","-100"
"09:55:04 078","7320","+500"
"09:55:05 155","7320","+100"
"09:55:05 482","7320","+10"
"09:55:06 761","7310","-12"
"09:55:14 477","7310","-100"
"09:55:15 239","7310","-2000"
"09:55:15 240","7310","-632"
"09:55:17 671","7320","+100"
"09:55:21 755","7310","-370"
"09:55:23 877","7320","+500"
"09:55:24 261","7320","+10"
"09:55:35 947","7320","+300"
"09:55:35 958","7320","+1"
"09:55:36 954","7320","+305"
"09:55:37 671","7320","+6"
"09:55:42 759","7310","-640"
"09:55:43 145","7320","+686"
"09:55:43 557","7320","+1"
"09:55:44 284","7320","+105"
"09:55:45 270","7320","+113"
"09:55:45 680","7320","-291"
"09:55:51 451","7330","+2"
"09:55:51 748","7330","+1"
"09:55:57 549","7310","-18"
"09:56:01 253","7320","-29"
"09:56:01 253","7320","-21"
"09:56:03 741","7330","+1"
"09:56:05 454","7330","+1"
"09:56:05 462","7330","+50"
"09:56:08 758","7330","+78"
"09:56:13 541","7330","+5"
"09:56:15 552","7330","+1900"
"09:56:15 743","7330","+3"
"09:56:15 850","7330","-192"
"09:56:17 163","7330","-109"
"09:56:17 647","7330","-1"
"09:56:17 879","7320","-114"
"09:56:18 081","7330","-1"
"09:56:18 756","7340","+1"
"09:56:19 949","7320","-88"
"09:56:19 949","7310","-1269"
"09:56:22 342","7340","+1"
"09:56:28 458","7340","+1"
"09:56:30 146","7340","+5"
"09:56:34 548","7340","+5"
"09:56:36 162","7340","+526"
"09:56:39 852","7340","+672"
"09:56:45 040","7340","+5"
"09:56:48 142","7340","+1"
"09:56:54 375","7330","-50"
"09:56:55 463","7330","-50"
"09:56:56 770","7330","-50"
"09:56:58 140","7330","-50"
"09:56:58 563","7340","+100"
"09:56:58 771","7330","-50"
"09:57:00 575","7340","+1"
"09:57:02 178","7340","+1250"
"09:57:02 462","7340","+1"
"09:57:03 645","7340","+36"
"09:57:05 657","7340","+100"
"09:57:18 353","7340","+30"
"09:57:18 944","7340","+10"
"09:57:24 444","7340","+5"
"09:57:28 558","7330","-1"
"09:57:33 853","7340","+1"
"09:57:34 256","7330","-50"
"09:57:35 039","7330","-50"
"09:57:36 166","7330","-50"
"09:57:37 247","7330","-50"
"09:57:38 056","7330","-970"
"09:57:41 254","7340","+1"
"09:57:44 851","7330","-100"
"09:57:45 849","7330","-100"
"09:57:47 057","7340","+141"
"09:57:47 745","7330","-100"
"09:57:49 141","7340","+1"
"09:57:51 542","7330","-531"
"09:57:53 571","7330","-68"
"09:58:02 845","7340","+1"
"09:58:14 178","7340","+7"
"09:58:14 642","7330","-6"
"09:58:15 447","7340","+10"
"09:58:17 550","7330","-100"
"09:58:18 849","7340","+1"
"09:58:19 568","7340","+101"
"09:58:20 738","7330","-100"
"09:58:22 144","7340","+250"
"09:58:24 953","7330","-669"
"09:58:27 956","7330","-1"
"09:58:30 262","7340","+1"
"09:58:34 065","7340","+100"
"09:58:36 663","7340","+1000"
"09:58:41 946","7340","+68"
"09:58:42 361","7340","+5"
"09:58:49 669","7340","+13"
"09:58:51 265","7340","+1520"
"09:58:51 267","7340","-280"
"09:58:51 267","7330","-220"
"09:58:53 338","7350","+1"
"09:58:59 942","7340","-50"
"09:59:02 249","7350","+10"
"09:59:03 151","7350","+25"
"09:59:10 436","7350","+1600"
"09:59:11 052","7340","-567"
"09:59:13 066","7350","+1"
"09:59:14 154","7340","-200"
"09:59:14 751","7340","-500"
"09:59:16 868","7340","-250"
"09:59:17 559","7340","-30"
"09:59:17 666","7340","-218"
"09:59:20 440","7340","+282"
"09:59:20 838","7340","-306"
"09:59:23 246","7340","+35"
"09:59:23 644","7340","+200"
"09:59:25 842","7340","+120"
"09:59:26 281","7340","+50"
"09:59:26 867","7340","+5"
"09:59:28 644","7340","+99"
"09:59:34 462","7340","+1"
"09:59:34 646","7340","+20"
"09:59:41 871","7340","+10"
"09:59:43 276","7340","+1"
"09:59:43 752","7340","+100"
"09:59:49 156","7340","+81"
"09:59:49 342","7340","+1365"
"09:59:49 458","7350","+6"
"09:59:50 158","7340","-819"
"09:59:50 555","7340","-669"
"09:59:55 275","7330","-1217"
"09:59:55 958","7340","-4"
"09:59:56 850","7350","+3095"
"09:59:57 147","7360","+1"
"09:59:58 660","7340","+1"
"09:59:58 760","7340","+1"
"09:59:58 761","7340","+1"
"10:00:01 440","7340","+20"
"10:00:02 341","7330","-125"
"10:00:03 157","7340","+74"
"10:00:04 845","7340","+50"
"10:00:09 237","7350","+1"
"10:00:12 852","7350","+1049"
"10:00:13 151","7350","-1256"
"10:00:19 375","7360","+1"
"10:00:32 047","7350","-50"
"10:00:35 134","7360","+1"
"10:00:37 168","7350","-250"
"10:00:38 966","7350","-112"
"10:00:40 251","7350","-1"
"10:00:41 736","7350","+101"
"10:00:46 975","7350","+340"
"10:00:47 054","7350","+192"
"10:00:47 057","7350","-8"
"10:00:48 169","7340","-30"
"10:00:48 765","7350","+22"
"10:00:48 971","7350","-3"
"10:00:49 045","7340","-30"
"10:00:50 732","7340","-6"
"10:00:55 446","7350","+1"
"10:00:56 367","7350","+340"
"10:00:57 242","7340","-20"
"10:00:57 861","7350","+100"
"10:00:58 561","7350","+70"
"10:01:01 142","7340","-10"
"10:01:03 846","7350","+573"
"10:01:04 042","7350","+30"
"10:01:04 564","7350","-100"
"10:01:05 646","7350","-560"
"10:01:14 042","7350","+297"
"10:01:14 744","7350","+10"
"10:01:15 967","7350","+525"
"10:01:21 457","7340","-3"
"10:01:21 651","7340","-2"
"10:01:21 737","7340","-4"
"10:01:21 943","7340","-3"
"10:01:21 978","7340","-1"
"10:01:23 642","7340","-30"
"10:01:24 371","7340","-130"
"10:01:24 634","7340","-6650"
"10:01:26 150","7330","-30"
"10:01:26 164","7330","-30"
"10:01:32 347","7330","-25"
"10:01:37 365","7340","+1"
"10:01:46 253","7340","+68"
"10:01:51 259","7330","-120"
"10:01:55 939","7330","-420"
"10:01:57 544","7340","+1000"
"10:02:01 352","7330","-136"
"10:02:04 758","7340","+50"
"10:02:09 075","7330","-100"
"10:02:12 144","7330","-3098"
"10:02:12 550","7320","-1940"
"10:02:19 541","7320","-100"
"10:02:20 343","7320","-1104"
"10:02:20 661","7330","-30"
"10:02:21 559","7310","-2501"
"10:02:23 666","7320","+82"
"10:02:27 836","7310","-2840"
"10:02:28 066","7320","+6"
"10:02:31 462","7310","-1444"
"10:02:32 547","7310","-3250"
"10:02:32 952","7310","-4"
"10:02:33 147","7310","+1"
"10:02:44 249","7310","+10"
"10:02:45 547","7300","-100"
"10:02:46 255","7300","-100"
"10:02:46 951","7300","-100"
"10:02:47 347","7300","-100"
"10:02:47 668","7300","-846"
"10:02:47 847","7300","-100"
"10:02:47 940","7300","-7928"
"10:02:48 264","7300","-2"
"10:02:49 748","7300","-34"
"10:02:49 944","7300","-34"
"10:02:50 352","7300","-13"
"10:02:50 760","7300","-1"
"10:02:52 469","7300","-68"
"10:02:53 747","7300","+10"
"10:02:56 271","7290","-100"
"10:02:56 272","7290","-3326"
"10:02:58 040","7290","-228"
"10:02:58 354","7290","-2253"
"10:02:58 749","7290","-100"
"10:02:59 069","7290","+200"
"10:02:59 841","7290","+5"
"10:03:01 339","7290","+1"
"10:03:01 952","7290","+350"
"10:03:01 952","7300","+171"
"10:03:02 047","7280","-50"
"10:03:02 641","7290","-14"
"10:03:03 039","7300","+84"
"10:03:03 133","7290","-20"
"10:03:03 949","7300","+1"
"10:03:04 151","7280","-1197"
"10:03:05 096","7290","-60"
"10:03:05 096","7280","-100"
"10:03:06 874","7290","-1"
"10:03:07 436","7280","-674"
"10:03:10 077","7280","-5"
"10:03:10 140","7280","-5"
"10:03:10 141","7280","-5"
"10:03:10 143","7280","-5"
"10:03:10 144","7280","-5"
"10:03:10 146","7280","-5"
"10:03:10 149","7280","-5"
"10:03:10 152","7280","-5"
"10:03:10 359","7280","-3"
"10:03:11 252","7280","-2852"
"10:03:12 236","7290","-10"
"10:03:12 534","7290","-1"
"10:03:16 744","7290","-90"
"10:03:19 154","7290","-100"
"10:03:19 336","7290","+1"
"10:03:19 654","7280","-10"
"10:03:20 074","7280","-1"
"10:03:20 335","7280","-7036"
"10:03:20 453","7290","+100"
"10:03:20 748","7290","+6"
"10:03:21 150","7290","+1"
"10:03:21 240","7290","-1"
"10:03:21 469","7290","-7"
"10:03:21 639","7280","-1"
"10:03:21 962","7290","-1"
"10:03:25 079","7280","-326"
"10:03:27 945","7280","+50"
"10:03:28 438","7280","+1"
"10:03:28 450","7280","+21"
"10:03:28 951","7280","+5"
"10:03:30 558","7280","+1"
"10:03:32 546","7280","+50"
"10:03:32 848","7280","+300"
"10:03:32 951","7280","+741"
"10:03:33 851","7280","+22"
"10:03:35 945","7280","-38"
"10:03:36 052","7280","+1"
"10:03:36 139","7280","+2"
"10:03:36 341","7280","-200"
"10:03:37 842","7280","-300"
"10:03:39 743","7280","-54"
"10:03:41 040","7290","+5"
"10:03:41 350","7280","-1"
"10:03:41 744","7290","+40"
"10:03:42 549","7280","-100"
"10:03:43 053","7290","+10"
"10:03:44 443","7280","-8"
"10:03:48 430","7290","+7"
"10:03:48 437","7280","-400"
"10:03:50 155","7290","+10"
"10:03:52 060","7290","+5"
"10:03:53 961","7280","-443"
"10:03:54 050","7290","+274"
"10:03:54 845","7290","+500"
"10:03:54 977","7280","-276"
"10:03:56 731","7280","-130"
"10:03:57 539","7280","-80"
"10:03:58 256","7290","+10"
"10:03:59 561","7290","+69"
"10:04:00 842","7290","-129"
"10:04:02 776","7290","+1"
"10:04:03 041","7290","+100"
"10:04:04 152","7290","+1"
"10:04:04 529","7290","+454"
"10:04:05 364","7290","-947"
"10:04:06 563","7290","-120"
"10:04:07 369","7290","-1"
"10:04:09 351","7290","-10"
"10:04:10 960","7290","+2"
"10:04:11 240","7290","-108"
"10:04:12 169","7290","-10"
"10:04:13 051","7280","-5144"
"10:04:13 847","7280","-859"
"10:04:19 844","7280","+150"
"10:04:20 169","7280","+500"
"10:04:21 043","7280","+1038"
"10:04:25 045","7290","+1"
"10:04:25 150","7280","-824"
"10:04:27 047","7280","+20"
"10:04:27 048","7280","+10"
"10:04:27 247","7280","+10"
"10:04:27 446","7280","+50"
"10:04:28 346","7280","+10"
"10:04:28 373","7280","+170"
"10:04:28 742","7280","+100"
"10:04:28 931","7280","+120"
"10:04:29 358","7280","+129"
"10:04:34 967","7280","-867"
"10:04:35 944","7280","+500"
"10:04:36 238","7280","+133"
"10:04:39 963","7280","-100"
"10:04:44 055","7280","-346"
"10:04:44 846","7280","-295"
"10:04:45 338","7280","+1"
"10:04:46 036","7280","+4"
"10:04:46 037","7290","+113"
"10:04:46 365","7300","+6"
"10:04:47 055","7290","-884"
"10:04:52 053","7280","-289"
"10:04:56 746","7290","-6"
"10:04:58 238","7290","-30"
"10:04:59 169","7290","-30"
"10:05:00 244","7300","+1"
"10:05:00 342","7290","-30"
"10:05:02 763","7300","+1"
"10:05:02 859","7300","+45"
"10:05:03 047","7290","-7"
"10:05:04 638","7280","-100"
"10:05:05 147","7290","+101"
"10:05:05 643","7290","-819"
"10:05:05 828","7290","+1"
"10:05:06 439","7290","+6"
"10:05:07 157","7290","+5"
"10:05:09 138","7290","+5"
"10:05:09 345","7290","+1"
"10:05:10 364","7290","+5"
"10:05:12 656","7290","+10"
"10:05:13 043","7290","+5"
"10:05:14 041","7290","+200"
"10:05:14 437","7290","+134"
"10:05:14 847","7300","+1"
"10:05:15 440","7290","-1000"
"10:05:20 052","7290","-500"
"10:05:23 052","7290","-1"
"10:05:25 047","7290","-407"
"10:05:25 047","7280","-314"
"10:05:32 355","7280","-1780"
"10:05:33 438","7280","-150"
"10:05:37 946","7280","-810"
"10:05:42 073","7290","+7"
"10:05:43 468","7280","-30"
"10:05:53 146","7280","-200"
"10:05:56 645","7280","-34"
"10:05:59 335","7280","-500"
"10:06:00 240","7280","-2500"
"10:06:02 351","7280","-113"
"10:06:05 140","7280","-100"
"10:06:06 544","7280","-205"
"10:06:08 737","7280","-1052"
"10:06:08 738","7270","-221"
"10:06:11 152","7270","-100"
"10:06:13 251","7280","+1000"
"10:06:15 747","7280","+100"
"10:06:16 143","7280","+1"
"10:06:17 144","7270","-200"
"10:06:17 145","7280","+100"
"10:06:18 072","7280","+1"
"10:06:20 038","7280","+1"
"10:06:20 936","7280","+8"
"10:06:23 541","7290","+1"
"10:06:24 466","7280","-300"
"10:06:28 259","7280","-100"
"10:06:30 459","7280","-1501"
"10:06:31 463","7280","+5"
"10:06:35 056","7280","+2"
"10:06:36 455","7280","+100"
"10:06:36 661","7270","-50"
"10:06:38 150","7280","+87"
"10:06:38 843","7270","-1"
"10:06:38 945","7280","+1"
"10:06:39 261","7280","+1"
"10:06:41 454","7270","-24"
"10:06:41 671","7280","+30"
"10:06:42 438","7280","+50"
"10:06:43 159","7280","+1"
"10:06:43 340","7280","+200"
"10:06:44 138","7280","+20"
"10:06:45 233","7280","+1"
"10:06:47 036","7280","+2"
"10:06:48 744","7280","+100"
"10:06:50 941","7280","+425"
"10:06:51 637","7290","+20"
"10:06:53 948","7290","+200"
"10:06:56 269","7290","+10"
"10:06:57 143","7280","-300"
"10:06:59 345","7280","-1128"
"10:06:59 539","7290","+5"
"10:06:59 642","7290","+1"
"10:07:04 044","7290","+1"
"10:07:04 339","7290","+1"
"10:07:09 649","7290","+10"
"10:07:11 732","7290","+50"
"10:07:16 937","7290","+80"
"10:07:19 339","7290","+2"
"10:07:20 129","7290","+10"
"10:07:20 447","7280","-50"
"10:07:26 839","7280","-100"
"10:07:27 963","7280","-4"
"10:07:29 443","7280","-120"
"10:07:32 559","7280","-16"
"10:07:37 752","7280","-150"
"10:07:41 540","7280","-2"
"10:07:46 645","7280","-4700"
"10:07:46 646","7280","-253"
"10:07:46 762","7280","-174"
"10:07:46 847","7280","+6"
"10:07:48 241","7270","-100"
"10:07:48 338","7280","+13"
"10:07:50 853","7290","+100"
"10:07:53 167","7280","-300"
"10:07:54 369","7280","-30"
"10:07:59 155","7280","-50"
"10:08:00 448","7280","-1"
"10:08:06 835","7280","-58"
"10:08:13 167","7280","-2000"
"10:08:17 839","7280","-272"
"10:08:19 230","7280","-1030"
"10:08:19 639","7280","+2"
"10:08:19 848","7280","+200"
"10:08:21 048","7280","+1"
"10:08:25 837","7280","+8"
"10:08:28 938","7280","+100"
"10:08:30 937","7280","+16"
"10:08:31 645","7280","+5"
"10:08:33 037","7280","+1"
"10:08:35 241","7280","+266"
"10:08:36 762","7280","+3"
"10:08:37 547","7280","+97"
"10:08:37 639","7280","+200"
"10:08:38 455","7280","+68"
"10:08:38 652","7280","+68"
"10:08:39 535","7280","+20"
"10:08:40 043","7280","+20"
"10:08:42 037","7270","-13"
"10:08:42 938","7280","+63"
"10:08:45 739","7280","+300"
"10:08:46 341","7280","+30"
"10:08:47 530","7270","-5"
"10:08:49 230","7270","-400"
"10:08:50 150","7280","+2088"
"10:08:50 744","7270","-5522"
"10:08:50 770","7270","-1823"
"10:08:51 168","7280","+1"
"10:08:51 168","7280","+2"
"10:08:51 437","7280","+68"
"10:08:52 041","7270","-144"
"10:08:52 236","7270","-2304"
"10:08:52 561","7280","+6"
"10:08:52 948","7280","+6800"
"10:08:53 143","7280","+2"
"10:08:53 236","7280","+1"
"10:08:54 834","7280","+10"
"10:08:55 956","7280","+208"
"10:09:10 064","7280","-227"
"10:09:11 045","7280","-85"
"10:09:12 139","7280","-551"
"10:09:15 943","7280","-13"
"10:09:16 332","7280","-876"
"10:09:17 445","7280","-74"
"10:09:17 738","7290","+1"
"10:09:18 240","7280","-50"
"10:09:19 358","7290","+1"
"10:09:20 345","7290","+13"
"10:09:20 654","7280","-121"
"10:09:23 551","7280","-235"
"10:09:24 152","7280","+35"
"10:09:24 152","7290","+65"
"10:09:30 948","7290","+3"
"10:09:35 829","7290","+3"
"10:09:36 461","7280","-192"
"10:09:38 744","7290","+1"
"10:09:44 343","7280","-952"
"10:09:44 343","7270","-2048"
"10:09:48 837","7270","-1"
"10:09:55 263","7270","-78"
"10:09:57 345","7290","+1"
"10:09:59 343","7280","+1"
"10:10:02 960","7290","+1"
"10:10:07 553","7290","+7"
"10:10:09 338","7280","-149"
"10:10:10 526","7290","+40"
"10:10:12 138","7280","-50"
"10:10:18 345","7280","-9"
"10:10:20 631","7290","+200"
"10:10:21 148","7280","-200"
"10:10:22 024","7280","-91"
"10:10:22 025","7270","-99"
"10:10:26 333","7280","-249"
"10:10:28 927","7280","+1"
"10:10:31 466","7280","+42"
"10:10:32 343","7280","+200"
"10:10:36 144","7280","+4"
"10:10:36 224","7280","+2"
"10:10:37 042","7280","+150"
"10:10:38 951","7280","+29"
"10:10:40 354","7280","+1"
"10:10:41 753","7280","+500"
"10:10:42 445","7280","+20"
"10:10:44 230","7280","+8"
"10:10:44 446","7270","-1439"
"10:10:44 937","7280","+68"
"10:10:46 135","7280","+1"
"10:10:48 339","7280","+100"
"10:10:52 749","7280","+100"
"10:10:52 929","7280","+873"
"10:10:54 235","7280","-900"
"10:10:56 767","7280","-548"
"10:11:03 837","7280","-1"
"10:11:10 564","7280","-3892"
"10:11:11 038","7280","-7"
"10:11:11 241","7290","+1"
"10:11:11 840","7280","-39"
"10:11:12 151","7280","+1"
"10:11:14 243","7280","+1"
"10:11:14 843","7280","+2"
"10:11:15 137","7280","+34"
"10:11:17 639","7280","+60"
"10:11:18 354","7280","+10"
"10:11:19 650","7270","-105"
"10:11:19 752","7280","+25"
"10:11:25 235","7280","+1"
"10:11:25 639","7280","+527"
"10:11:25 639","7290","+210"
"10:11:27 938","7280","+1"
"10:11:31 830","7290","+200"
"10:11:35 167","7280","-750"
"10:11:41 037","7270","-27"
"10:11:41 633","7280","+296"
"10:11:43 027","7280","+50"
"10:11:45 732","7280","+1"
"10:11:48 045","7280","+50"
"10:11:48 136","7280","+10"
"10:11:48 752","7280","+10"
"10:11:51 029","7280","+50"
"10:11:53 327","7280","+1"
"10:11:53 327","7270","-90"
"10:11:53 553","7280","+191"
"10:11:54 042","7280","+5"
"10:11:58 041","7280","+100"
"10:11:59 763","7280","+4"
"10:12:00 131","7280","+10"
"10:12:07 049","7280","+10"
"10:12:07 224","7270","-2007"
"10:12:11 767","7270","-50"
"10:12:12 242","7270","-2"
"10:12:12 746","7270","-1765"
"10:12:13 156","7280","+2"
"10:12:14 225","7270","-200"
"10:12:14 336","7270","-4271"
"10:12:20 736","7270","-45"
"10:12:21 046","7270","+5"
"10:12:22 642","7270","+81"
"10:12:24 642","7270","-50"
"10:12:26 331","7270","-5"
"10:12:28 242","7270","-652"
"10:12:33 122","7270","-50"
"10:12:33 138","7270","-868"
"10:12:33 629","7270","+1"
"10:12:34 238","7270","+124"
"10:12:34 769","7270","+7"
"10:12:37 037","7260","-1700"
"10:12:37 530","7280","+34"
"10:12:42 939","7280","+2"
"10:12:46 853","7280","+3"
"10:12:47 532","7280","+170"
"10:12:47 535","7270","-53"
"10:12:50 251","7280","+170"
"10:12:50 467","7280","+41"
"10:12:56 553","7280","+170"
"10:12:59 143","7280","+100"
"10:12:59 728","7280","+2"
"10:12:59 832","7280","+100"
"10:13:00 339","7280","+122"
"10:13:00 653","7290","+65"
"10:13:06 733","7290","+10"
"10:13:07 263","7290","+10"
"10:13:07 349","7290","+5"
"10:13:13 336","7290","+2"
"10:13:16 657","7290","+1"
"10:13:19 651","7290","+707"
"10:13:20 135","7290","-2184"
"10:13:20 327","7290","-2224"
"10:13:20 543","7290","-20"
"10:13:21 460","7290","-2"
"10:13:21 727","7290","-1"
"10:13:21 837","7290","+2"
"10:13:30 144","7290","+2"
"10:13:31 426","7280","-468"
"10:13:31 931","7280","-2"
"10:13:33 463","7270","-1"
"10:13:34 140","7280","-151"
"10:13:34 260","7280","-74"
"10:13:35 041","7290","+5"
"10:13:37 744","7280","-200"
"10:13:38 736","7270","-17521"
"10:13:39 332","7270","-1321"
"10:13:39 459","7290","+8"
"10:13:42 461","7270","-3"
"10:13:44 031","7270","+10"
"10:13:44 729","7270","+10"
"10:13:47 531","7270","+1"
"10:13:47 741","7260","-212"
"10:13:49 322","7270","+100"
"10:13:50 930","7270","+3"
"10:13:56 027","7270","+137"
"10:13:59 447","7270","+100"
"10:14:02 552","7270","+942"
"10:14:05 029","7270","-437"
"10:14:05 338","7270","+100"
"10:14:07 646","7260","-1"
"10:14:07 648","7260","-100"
"10:14:09 537","7270","+57"
"10:14:10 135","7270","+22"
"10:14:10 638","7270","+2"
"10:14:11 438","7270","+10"
"10:14:11 726","7270","+100"
"10:14:13 725","7270","+137"
"10:14:14 135","7270","+1000"
"10:14:14 335","7270","+100"
"10:14:14 336","7270","+1550"
"10:14:14 832","7270","+1"
"10:14:15 834","7260","-61"
"10:14:16 134","7270","+117"
"10:14:19 229","7270","-1"
"10:14:22 347","7270","-554"
"10:14:22 752","7270","+317"
"10:14:24 747","7270","-630"
"10:14:26 154","7270","-2"
"10:14:26 154","7260","-18"
"10:14:29 927","7280","+1"
"10:14:32 542","7270","-100"
"10:14:33 036","7270","-191"
"10:14:34 447","7280","+1"
"10:14:35 151","7280","+50"
"10:14:37 558","7260","-599"
"10:14:38 824","7280","+200"
"10:14:39 235","7280","+100"
"10:14:41 344","7260","-83"
"10:14:42 443","7270","-137"
"10:14:43 947","7260","-50"
"10:14:45 358","7280","+3"
"10:14:45 566","7270","-1000"
"10:14:46 355","7270","-200"
"10:14:50 251","7270","+3"
"10:14:50 436","7270","+10"
"10:14:52 452","7260","-1"
"10:14:52 532","7270","+55"
"10:14:53 431","7270","-9"
"10:14:53 553","7270","-146"
"10:14:53 553","7260","-2854"
"10:14:55 918","7260","-520"
"10:14:57 750","7260","-2000"
"10:14:58 157","7270","+5"
"10:14:58 169","7270","+1"
"10:14:58 226","7270","+2"
"10:14:58 834","7270","+10"
"10:14:59 828","7270","+1"
"10:15:01 047","7270","+1"
"10:15:05 641","7260","-3"
"10:15:06 349","7260","-100"
"10:15:06 828","7260","-32"
"10:15:09 448","7270","+42"
"10:15:10 838","7260","-300"
"10:15:11 530","7260","-5820"
"10:15:11 624","7260","-2005"
"10:15:11 625","7250","-3839"
"10:15:11 627","7250","-2386"
"10:15:11 826","7250","-2500"
"10:15:12 030","7250","-4"
"10:15:14 441","7250","-1000"
"10:15:14 955","7250","-100"
"10:15:15 040","7250","-1586"
"10:15:15 332","7260","+1"
"10:15:15 557","7260","+100"
"10:15:15 840","7250","-920"
"10:15:16 636","7250","+200"
"10:15:16 832","7250","+30"
"10:15:17 767","7240","-10"
"10:15:17 768","7250","+30"
"10:15:17 770","7240","-1"
"10:15:17 827","7240","-672"
"10:15:19 559","7250","+200"
"10:15:20 138","7250","+1"
"10:15:20 533","7250","+30"
"10:15:21 250","7240","-400"
"10:15:21 635","7240","-200"
"10:15:23 559","7250","+30"
"10:15:25 135","7240","-4594"
"10:15:25 243","7240","-1345"
"10:15:25 332","7240","-26"
"10:15:25 751","7250","+2"
"10:15:25 839","7240","-267"
"10:15:25 934","7240","+1"
"10:15:26 139","7240","+48"
"10:15:26 443","7240","+1"
"10:15:27 022","7230","-520"
"10:15:27 126","7240","+200"
"10:15:27 349","7240","+30"
"10:15:27 839","7230","-3"
"10:15:28 356","7230","-1"
"10:15:28 525","7230","-27"
"10:15:29 344","7240","+200"
"10:15:29 520","7230","-2600"
"10:15:29 735","7240","+1"
"10:15:31 654","7230","-1599"
"10:15:32 768","7240","+10"
"10:15:32 833","7240","+1"
"10:15:32 924","7230","-39"
"10:15:32 951","7230","-5584"
"10:15:33 038","7230","-104"
"10:15:33 137","7230","-3333"
"10:15:33 840","7230","-627"
"10:15:34 839","7230","+1000"
"10:15:36 446","7230","+30"
"10:15:37 225","7230","+100"
"10:15:37 243","7220","-1500"
"10:15:37 334","7220","-120"
"10:15:37 434","7230","+2"
"10:15:37 526","7220","-50"
"10:15:37 752","7220","-1235"
"10:15:37 931","7220","-80"
"10:15:38 048","7220","-9"
"10:15:38 132","7220","-520"
"10:15:38 235","7220","-113"
"10:15:38 243","7220","-900"
"10:15:38 438","7220","-27"
"10:15:38 828","7220","-4445"
"10:15:40 644","7220","+691"
"10:15:40 937","7220","+20"
"10:15:41 025","7220","+200"
"10:15:41 232","7210","-1"
"10:15:41 234","7210","-1"
"10:15:41 235","7210","-17"
"10:15:41 654","7210","-2309"
"10:15:41 940","7210","-100"
"10:15:42 363","7210","-174"
"10:15:42 547","7210","-1400"
"10:15:42 933","7220","+5"
"10:15:43 037","7210","-100"
"10:15:43 737","7210","-519"
"10:15:43 740","7210","-4000"
"10:15:44 042","7210","-100"
"10:15:44 103","7210","-655"
"10:15:44 325","7210","-1000"
"10:15:44 541","7220","+20"
"10:15:44 826","7210","-2054"
"10:15:45 241","7210","-783"
"10:15:45 423","7210","-473"
"10:15:45 438","7210","-327"
"10:15:45 763","7210","-300"
"10:15:45 836","7210","-496"
"10:15:45 947","7210","-1"
"10:15:46 150","7210","-1640"
"10:15:46 421","7210","+2"
"10:15:46 433","7210","+1000"
"10:15:46 439","7210","+5"
"10:15:46 545","7210","+10"
"10:15:46 566","7200","-4863"
"10:15:46 567","7210","+150"
"10:15:46 568","7220","+150"
"10:15:46 626","7200","-776"
"10:15:46 626","7200","-99"
"10:15:46 626","7200","-104"
"10:15:46 631","7200","-200"
"10:15:46 646","7200","-68"
"10:15:46 927","7220","+5"
"10:15:47 228","7200","-100"
"10:15:47 362","7200","-3564"
"10:15:47 524","7200","-4429"
"10:15:47 829","7200","+25"
"10:15:48 157","7200","+2"
"10:15:48 238","7200","+9"
"10:15:48 243","7200","+1302"
"10:15:48 540","7200","+30"
"10:15:48 926","7200","+20"
"10:15:49 726","7200","+4000"
"10:15:49 834","7190","-150"
"10:15:49 837","7190","-509"
"10:15:50 052","7200","+1000"
"10:15:50 134","7200","+100"
"10:15:50 337","7200","+200"
"10:15:50 444","7200","+5"
"10:15:51 024","7200","+20"
"10:15:51 428","7200","+1612"
"10:15:51 443","7190","-510"
"10:15:51 624","7200","+10"
"10:15:51 624","7200","+3"
"10:15:51 632","7200","+100"
"10:15:51 747","7200","+30"
"10:15:52 042","7200","+100"
"10:15:52 328","7200","+1388"
"10:15:52 443","7200","+2058"
"10:15:52 841","7190","-32"
"10:15:53 136","7190","-673"
"10:15:53 147","7190","-300"
"10:15:53 246","7190","-226"
"10:15:53 322","7190","-500"
"10:15:53 935","7200","+19"
"10:15:54 024","7190","-115"
"10:15:54 429","7190","-2792"
"10:15:54 429","7180","-13513"
"10:15:54 433","7180","-771"
"10:15:54 433","7170","-4292"
"10:15:54 443","7200","+3"
"10:15:54 446","7170","-49"
"10:15:54 638","7200","+1"
"10:15:54 728","7170","-14"
"10:15:54 940","7200","+8"
"10:15:55 236","7190","+40"
"10:15:56 344","7190","-93"
"10:15:56 430","7190","-2206"
"10:15:56 430","7180","-12"
"10:15:56 431","7170","-2282"
"10:15:56 639","7200","+100"
"10:15:56 650","7190","-31"
"10:15:56 651","7170","-634"
"10:15:57 133","7170","-224"
"10:15:57 133","7160","-776"
"10:15:57 135","7160","-5"
"10:15:57 244","7160","-115"
"10:15:57 336","7160","-236"
"10:15:57 358","7190","+100"
"10:15:57 358","7190","+908"
"10:15:58 243","7170","-50"
"10:15:58 335","7170","-452"
"10:15:58 335","7160","-410"
"10:15:58 338","7190","+1"
"10:15:59 037","7170","-2"
"10:15:59 826","7170","-3"
"10:16:00 833","7190","+2"
"10:16:00 930","7190","+4"
"10:16:01 221","7190","+8"
"10:16:01 223","7190","+8"
