"체결시간","체결가","체결량" 
"14:39:38 784","7130","-50"
"14:39:42 674","7140","+9"
"14:39:43 894","7140","+1"
"14:39:44 680","7130","-149"
"14:39:44 680","7120","-1251"
"14:39:44 785","7120","-10"
"14:39:50 079","7130","+298"
"14:39:52 766","7140","+2400"
"14:39:52 767","7140","+676"
"14:39:52 967","7130","-112"
"14:39:57 365","7150","+1"
"14:40:00 859","7150","+50"
"14:40:05 165","7150","+16"
"14:40:15 479","7150","+32"
"14:40:20 679","7150","+19"
"14:40:20 890","7150","+19"
"14:40:23 083","7140","-124"
"14:40:28 082","7140","+4437"
"14:40:28 564","7150","+1"
"14:40:29 360","7140","-160"
"14:40:31 276","7150","+3600"
"14:40:31 691","7150","+821"
"14:40:34 365","7160","+14"
"14:40:38 179","7160","+11"
"14:40:43 583","7160","+174"
"14:40:44 074","7160","+20"
"14:40:46 260","7150","-195"
"14:40:46 755","7150","+20"
"14:40:47 089","7150","+366"
"14:40:50 691","7160","+1"
"14:40:53 974","7160","+3"
"14:40:56 683","7160","+14"
"14:40:58 368","7150","-160"
"14:41:02 784","7150","-95"
"14:41:02 863","7150","-878"
"14:41:03 460","7150","+40"
"14:41:05 183","7150","+82"
"14:41:07 666","7160","+19"
"14:41:11 184","7160","+16"
"14:41:14 885","7150","-1500"
"14:41:15 567","7160","+1"
"14:41:22 074","7150","-229"
"14:41:24 562","7140","-100"
"14:41:28 661","7150","+5"
"14:41:35 896","7150","+289"
"14:41:36 703","7150","+652"
"14:41:38 782","7150","-79"
"14:41:39 171","7140","-84"
"14:41:40 171","7150","+1"
"14:41:40 365","7150","+1"
"14:41:44 185","7150","+13"
"14:41:45 380","7150","+106"
"14:41:47 074","7150","-26"
"14:41:50 282","7150","+100"
"14:41:50 980","7140","-84"
"14:41:51 960","7150","+19"
"14:41:52 969","7150","+95"
"14:41:54 666","7160","+19"
"14:41:58 788","7160","+10"
"14:42:02 985","7150","-4"
"14:42:10 975","7160","+1"
"14:42:16 167","7150","-70"
"14:42:17 156","7160","+15"
"14:42:19 455","7160","+2100"
"14:42:19 772","7160","+4"
"14:42:20 657","7160","+9"
"14:42:21 389","7160","+2939"
"14:42:24 873","7160","-260"
"14:42:26 873","7160","-300"
"14:42:27 068","7160","-16"
"14:42:27 182","7160","-39"
"14:42:27 461","7160","+5"
"14:42:30 359","7160","+500"
"14:42:32 259","7160","+29"
"14:42:32 274","7160","+300"
"14:42:33 157","7160","+563"
"14:42:33 157","7170","+6437"
"14:42:34 755","7170","+1"
"14:42:36 777","7170","+278"
"14:42:38 385","7160","-106"
"14:42:38 753","7160","+157"
"14:42:41 671","7170","+19"
"14:42:43 863","7170","+26"
"14:42:50 381","7170","+12"
"14:42:53 793","7160","-500"
"14:42:55 574","7170","+380"
"14:42:56 394","7170","+1"
"14:42:57 674","7170","+1"
"14:42:59 557","7170","+32"
"14:43:00 359","7170","+139"
"14:43:04 470","7170","+50"
"14:43:06 164","7170","+976"
"14:43:07 068","7170","+1"
"14:43:07 261","7170","+27"
"14:43:10 671","7170","+50"
"14:43:15 178","7160","-1394"
"14:43:15 773","7170","+100"
"14:43:16 667","7160","-202"
"14:43:17 074","7160","+3"
"14:43:17 880","7160","+10"
"14:43:17 962","7160","+10"
"14:43:18 467","7160","+666"
"14:43:19 664","7160","-65"
"14:43:20 658","7160","-100"
"14:43:22 959","7170","+20"
"14:43:23 469","7170","+50"
"14:43:23 562","7160","-100"
"14:43:23 571","7170","+15"
"14:43:28 662","7170","+20"
"14:43:32 561","7170","+1333"
"14:43:32 778","7170","-2168"
"14:43:35 763","7170","-20"
"14:43:37 966","7180","+100"
"14:43:47 156","7180","+20"
"14:43:56 565","7180","+14"
"14:44:00 164","7180","+5"
"14:44:02 860","7180","+300"
"14:44:04 981","7170","-300"
"14:44:07 161","7170","-80"
"14:44:08 960","7180","+19"
"14:44:10 680","7170","-200"
"14:44:15 676","7180","+19"
"14:44:16 161","7170","-2"
"14:44:16 277","7180","+300"
"14:44:21 555","7180","+32"
"14:44:24 957","7170","-45"
"14:44:29 168","7180","+13"
"14:44:29 356","7180","+1"
"14:44:40 369","7180","+5"
"14:44:45 262","7180","+100"
"14:44:45 360","7180","+100"
"14:44:48 764","7180","+14"
"14:44:53 886","7180","+19"
"14:44:56 963","7180","+1"
"14:44:58 659","7180","+10"
"14:45:02 073","7170","-1"
"14:45:02 460","7180","+13"
"14:45:03 663","7180","+19"
"14:45:25 665","7180","+100"
"14:45:27 577","7180","+30"
"14:45:30 970","7180","+120"
"14:45:33 260","7180","+100"
"14:45:35 664","7180","+15"
"14:45:35 998","7180","+417"
"14:45:36 480","7180","+37"
"14:45:37 861","7180","+139"
"14:45:37 964","7180","+3"
"14:45:38 880","7180","+1112"
"14:45:39 062","7180","+139"
"14:45:39 063","7180","+1"
"14:45:39 064","7180","+1"
"14:45:39 067","7180","+1"
"14:45:39 069","7180","+1"
"14:45:39 071","7180","+1"
"14:45:39 268","7180","+3"
"14:45:39 949","7180","+19"
"14:45:40 461","7180","+3"
"14:45:40 780","7180","+139"
"14:45:44 067","7180","+32"
"14:45:44 474","7170","-65"
"14:45:47 955","7180","+500"
"14:45:50 665","7180","+19"
"14:45:53 259","7170","-657"
"14:45:56 178","7170","-470"
"14:45:56 462","7170","-300"
"14:45:58 066","7170","-10"
"14:45:58 980","7170","-1385"
"14:45:59 860","7170","-630"
"14:46:01 861","7160","-2131"
"14:46:04 869","7160","-352"
"14:46:05 166","7160","-821"
"14:46:05 267","7150","-3446"
"14:46:05 355","7160","+10"
"14:46:08 461","7160","+14"
"14:46:09 870","7160","+10"
"14:46:16 381","7160","+227"
"14:46:18 556","7160","+19"
"14:46:20 776","7160","+418"
"14:46:21 370","7160","+1"
"14:46:25 371","7160","+30"
"14:46:25 952","7160","+13"
"14:46:25 952","7160","+19"
"14:46:26 556","7150","-304"
"14:46:28 361","7160","+1"
"14:46:29 766","7160","+114"
"14:46:36 583","7160","+58"
"14:46:37 658","7160","+19"
"14:46:38 565","7160","+28"
"14:46:40 359","7160","+5"
"14:46:41 472","7160","+13"
"14:46:43 865","7160","+160"
"14:46:50 867","7160","+139"
"14:46:51 474","7160","+20"
"14:46:52 558","7150","-20"
"14:46:55 559","7150","-421"
"14:46:56 065","7160","+300"
"14:46:58 461","7160","+441"
"14:46:59 490","7160","+5"
"14:47:03 371","7160","+335"
"14:47:10 961","7170","+19"
"14:47:14 562","7170","+12"
"14:47:16 559","7170","+1"
"14:47:24 474","7160","-23"
"14:47:24 665","7170","+19"
"14:47:26 278","7160","-1"
"14:47:27 898","7170","+10"
"14:47:32 288","7170","+100"
"14:47:35 078","7160","-250"
"14:47:35 078","7160","-836"
"14:47:35 277","7170","+1"
"14:47:36 655","7170","+9"
"14:47:45 476","7160","-1144"
"14:47:45 765","7150","-2169"
"14:47:48 561","7160","+16"
"14:47:52 349","7150","-100"
"14:47:56 964","7160","+20"
"14:48:05 576","7150","-1342"
"14:48:07 548","7150","+50"
"14:48:08 566","7150","+20"
"14:48:09 367","7150","+100"
"14:48:09 765","7150","+59"
"14:48:11 659","7150","+20"
"14:48:12 755","7140","-8"
"14:48:20 557","7150","+12"
"14:48:20 662","7150","+140"
"14:48:22 166","7150","+140"
"14:48:26 079","7150","+140"
"14:48:27 053","7150","+1"
"14:48:27 652","7150","+32"
"14:48:28 762","7150","+131"
"14:48:28 762","7160","+38"
"14:48:43 055","7160","+19"
"14:48:46 867","7160","+27"
"14:48:49 767","7160","+900"
"14:48:53 980","7160","+15"
"14:48:56 982","7160","+27"
"14:48:58 267","7150","-115"
"14:48:58 654","7160","+19"
"14:49:01 159","7150","-500"
"14:49:04 384","7150","-167"
"14:49:04 455","7150","+69"
"14:49:05 190","7150","+79"
"14:49:05 190","7160","+321"
"14:49:07 972","7160","+27"
"14:49:09 359","7160","+1"
"14:49:12 867","7150","-429"
"14:49:12 867","7140","-571"
"14:49:18 060","7140","-98"
"14:49:22 862","7160","+100"
"14:49:27 172","7150","-13"
"14:49:27 172","7140","-287"
"14:49:33 986","7150","-80"
"14:49:34 460","7160","+10"
"14:49:37 867","7150","-81"
"14:49:37 868","7140","-78"
"14:49:38 374","7150","-1"
"14:49:40 764","7140","-1"
"14:49:43 375","7150","+1"
"14:49:44 349","7150","+4"
"14:49:45 058","7150","+140"
"14:49:45 661","7150","+19"
"14:49:49 567","7150","+32"
"14:49:54 081","7150","+1"
"14:49:55 173","7140","-59"
"14:49:55 449","7150","+180"
"14:49:59 659","7150","+15"
"14:50:02 675","7150","+200"
"14:50:05 553","7140","-1111"
"14:50:06 463","7150","+1828"
"14:50:06 765","7150","-528"
"14:50:07 361","7150","+5"
"14:50:10 557","7140","-83"
"14:50:10 859","7140","-83"
"14:50:13 958","7150","+19"
"14:50:14 651","7150","+9"
"14:50:14 660","7150","+98"
"14:50:14 660","7160","+392"
"14:50:22 460","7150","-100"
"14:50:26 267","7150","-202"
"14:50:26 880","7150","+78"
"14:50:32 673","7160","+19"
"14:50:32 756","7160","+13"
"14:50:33 977","7150","-488"
"14:50:33 978","7140","-3317"
"14:50:36 759","7150","-1"
"14:50:38 471","7160","+15"
"14:50:39 890","7150","-10"
"14:50:39 890","7140","-16"
"14:50:42 074","7140","-5"
"14:50:42 074","7140","-282"
"14:50:48 763","7150","-30"
"14:50:50 871","7140","-150"
"14:50:51 276","7140","-500"
"14:50:58 963","7150","+19"
"14:51:00 970","7150","+100"
"14:51:02 858","7150","+200"
"14:51:04 846","7140","-1040"
"14:51:05 163","7140","-23"
"14:51:05 163","7130","-112"
"14:51:05 779","7150","+14"
"14:51:08 674","7140","+139"
"14:51:10 945","7140","+139"
"14:51:11 247","7140","+1"
"14:51:11 455","7140","+32"
"14:51:12 364","7140","+35"
"14:51:13 158","7150","+20"
"14:51:19 655","7150","+19"
"14:51:20 651","7140","-3"
"14:51:24 357","7140","-186"
"14:51:25 461","7150","+1"
"14:51:27 955","7150","+1839"
"14:51:31 263","7150","-118"
"14:51:31 263","7140","-170"
"14:51:31 264","7130","-35"
"14:51:39 167","7150","+4"
"14:51:39 174","7140","-1"
"14:51:44 948","7150","+20"
"14:51:48 452","7140","-1460"
"14:51:48 856","7150","+656"
"14:51:51 170","7150","-739"
"14:51:51 375","7150","+4"
"14:51:53 759","7140","-50"
"14:51:56 495","7150","+2057"
"14:51:56 495","7160","+2243"
"14:52:06 654","7160","+20"
"14:52:09 360","7160","+698"
"14:52:09 651","7160","+1"
"14:52:10 059","7160","+10"
"14:52:11 758","7160","+1"
"14:52:11 764","7160","+15"
"14:52:13 153","7160","+3521"
"14:52:13 659","7160","+1"
"14:52:15 076","7160","+1"
"14:52:15 079","7160","+48"
"14:52:16 568","7160","-1"
"14:52:26 856","7150","-214"
"14:52:27 056","7150","+30"
"14:52:28 252","7150","+100"
"14:52:28 660","7150","+35"
"14:52:30 974","7150","+19"
"14:52:33 600","7150","+32"
"14:52:37 369","7150","+1"
"14:52:38 463","7140","-800"
"14:52:41 061","7150","+19"
"14:52:41 265","7150","+5"
"14:52:44 862","7150","+13"
"14:52:52 651","7150","+9"
"14:52:53 663","7150","+19"
"14:52:53 757","7140","-70"
"14:52:58 161","7130","-7048"
"14:53:02 361","7130","+15"
"14:53:06 060","7130","+500"
"14:53:07 390","7130","+139"
"14:53:09 147","7130","+1"
"14:53:10 055","7130","+900"
"14:53:10 268","7130","+1"
"14:53:11 182","7130","+139"
"14:53:12 175","7130","+139"
"14:53:12 549","7130","+5"
"14:53:12 955","7130","+139"
"14:53:14 065","7130","+139"
"14:53:14 948","7130","+934"
"14:53:15 859","7140","+19"
"14:53:17 945","7140","+15"
"14:53:20 171","7140","+3"
"14:53:20 172","7140","+99"
"14:53:21 452","7140","+10"
"14:53:23 360","7140","+4"
"14:53:24 662","7130","-7"
"14:53:26 362","7140","+600"
"14:53:26 451","7140","+1"
"14:53:28 873","7140","+200"
"14:53:33 156","7140","+10"
"14:53:35 657","7140","+9"
"14:53:38 168","7140","-24"
"14:53:38 168","7130","-212"
"14:53:39 158","7140","+1"
"14:53:40 655","7140","+19"
"14:53:44 769","7130","-70"
"14:53:48 761","7130","-1500"
"14:53:50 055","7140","+100"
"14:53:50 642","7130","-3000"
"14:53:50 854","7130","-1362"
"14:53:50 969","7140","+13"
"14:53:51 664","7120","-64"
"14:53:52 366","7130","-177"
"14:53:55 563","7130","+32"
"14:53:58 468","7130","+500"
"14:53:58 545","7130","+1"
"14:54:01 153","7130","+400"
"14:54:01 355","7130","+20"
"14:54:01 951","7130","+19"
"14:54:01 962","7120","-5000"
"14:54:02 868","7130","+20"
"14:54:07 275","7130","+5"
"14:54:07 349","7120","-10"
"14:54:07 350","7120","-22"
"14:54:14 557","7120","-355"
"14:54:14 558","7110","-526"
"14:54:14 672","7110","-10"
"14:54:14 674","7110","-10"
"14:54:21 856","7120","-30"
"14:54:22 270","7120","-1"
"14:54:23 673","7120","+14"
"14:54:24 272","7120","+200"
"14:54:27 265","7120","+2"
"14:54:28 570","7120","+1"
"14:54:28 652","7120","+19"
"14:54:30 652","7110","-1013"
"14:54:30 653","7110","-596"
"14:54:35 550","7110","-277"
"14:54:41 355","7120","+9"
"14:54:43 076","7110","-500"
"14:54:43 151","7110","-249"
"14:54:43 151","7100","-4751"
"14:54:43 462","7100","-280"
"14:54:47 963","7110","+19"
"14:54:51 056","7100","-2844"
"14:54:51 057","7090","-10017"
"14:54:51 058","7080","-15987"
"14:54:51 063","7080","+848"
"14:54:51 446","7080","+4748"
"14:54:51 447","7080","+628"
"14:54:51 447","7080","+8412"
"14:54:51 447","7080","+673"
"14:54:51 448","7080","+843"
"14:54:51 666","7070","-400"
"14:54:51 867","7100","+1"
"14:54:51 870","7100","+286"
"14:54:56 160","7080","-200"
"14:54:58 675","7090","-374"
"14:54:58 755","7090","+360"
"14:55:00 151","7090","+141"
"14:55:00 153","7090","+400"
"14:55:00 354","7090","+303"
"14:55:04 351","7100","+100"
"14:55:07 365","7090","-1492"
"14:55:08 158","7090","+308"
"14:55:08 158","7100","+395"
"14:55:09 157","7090","-10"
"14:55:10 643","7090","-1"
"14:55:10 653","7090","-160"
"14:55:11 058","7090","+13"
"14:55:11 163","7090","+14"
"14:55:11 449","7090","+10"
"14:55:11 457","7090","+3"
"14:55:11 458","7100","+97"
"14:55:14 446","7100","+20"
"14:55:15 175","7090","-500"
"14:55:15 656","7100","+19"
"14:55:17 252","7100","+1"
"14:55:17 656","7100","+32"
"14:55:18 973","7090","-27"
"14:55:22 081","7100","+20"
"14:55:23 172","7100","+2353"
"14:55:25 653","7100","-870"
"14:55:26 161","7100","-15"
"14:55:26 474","7100","-364"
"14:55:27 855","7100","-30"
"14:55:28 259","7090","-69"
"14:55:29 764","7090","-6"
"14:55:29 959","7090","-90"
"14:55:30 162","7100","+16"
"14:55:30 645","7100","+10"
"14:55:32 563","7100","+50"
"14:55:32 970","7100","+20"
"14:55:33 065","7100","+1"
"14:55:33 857","7100","+30"
"14:55:34 769","7100","+20"
"14:55:34 969","7100","+321"
"14:55:34 976","7100","+10"
"14:55:36 760","7100","+50"
"14:55:37 175","7100","+183"
"14:55:37 462","7100","+10"
"14:55:37 660","7100","+1"
"14:55:38 067","7100","+50"
"14:55:41 669","7100","+200"
"14:55:41 960","7100","+25"
"14:55:42 763","7100","+14"
"14:55:42 864","7100","+140"
"14:55:43 863","7100","+10"
"14:55:45 953","7100","+20"
"14:55:46 782","7100","+1578"
"14:55:48 751","7100","-133"
"14:55:50 976","7100","-390"
"14:55:51 177","7100","+5"
"14:55:52 049","7090","-50"
"14:55:52 263","7100","+200"
"14:55:52 567","7100","+10"
"14:55:53 004","7100","+50"
"14:55:53 865","7100","+25"
"14:55:54 068","7100","+3079"
"14:55:54 068","7110","+121"
"14:55:54 653","7090","-60"
"14:55:58 246","7100","-99"
"14:56:02 653","7110","+20"
"14:56:03 048","7110","+2565"
"14:56:03 175","7110","+11"
"14:56:03 760","7110","+1"
"14:56:04 370","7100","-3879"
"14:56:04 371","7100","+390"
"14:56:04 762","7100","+1"
"14:56:05 954","7100","+140"
"14:56:05 955","7100","+400"
"14:56:06 559","7100","+190"
"14:56:09 174","7100","-400"
"14:56:09 951","7100","-1759"
"14:56:10 355","7100","+1"
"14:56:10 440","7100","+159"
"14:56:11 343","7090","-131"
"14:56:11 450","7100","+10"
"14:56:14 245","7100","+1"
"14:56:15 456","7090","-1000"
"14:56:15 977","7090","-100"
"14:56:16 166","7100","+204"
"14:56:17 744","7100","+10"
"14:56:17 862","7100","+50"
"14:56:17 965","7100","+673"
"14:56:18 847","7100","+5"
"14:56:18 968","7100","+10"
